,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,2021-07-06,174.2595842851646,162.9421674213689,185.83325381996113,174.2595842851646,174.2595842851646,0.9121953137272778,0.9121953137272778,0.9121953137272778,0.9121953137272778,0.9121953137272778,0.9121953137272778,0.0,0.0,0.0,175.17177959889187
11,2021-07-07,174.2108563075448,163.79524552991788,186.8715506352034,174.2108563075448,174.2108563075448,0.9028127818871128,0.9028127818871128,0.9028127818871128,0.9028127818871128,0.9028127818871128,0.9028127818871128,0.0,0.0,0.0,175.1136690894319
12,2021-07-08,174.16212832992497,163.83392482543326,186.30781885402536,174.16212832992497,174.16212832992497,0.5488971763029229,0.5488971763029229,0.5488971763029229,0.5488971763029229,0.5488971763029229,0.5488971763029229,0.0,0.0,0.0,174.71102550622788
13,2021-07-09,174.11340035230512,162.9536049313599,185.3522866702146,174.11340035230512,174.11340035230512,-0.13281107589727473,-0.13281107589727473,-0.13281107589727473,-0.13281107589727473,-0.13281107589727473,-0.13281107589727473,0.0,0.0,0.0,173.98058927640784
14,2021-07-12,173.96721641944566,162.4191353694978,185.91257686413587,173.96721641944566,173.96721641944566,0.3860051003200739,0.3860051003200739,0.3860051003200739,0.3860051003200739,0.3860051003200739,0.3860051003200739,0.0,0.0,0.0,174.35322151976573
15,2021-07-13,173.91848844182582,163.54514783785302,186.5335253042054,173.91848844182582,173.91848844182582,0.9121953137273697,0.9121953137273697,0.9121953137273697,0.9121953137273697,0.9121953137273697,0.9121953137273697,0.0,0.0,0.0,174.8306837555532
16,2021-07-14,173.86976046420602,163.56888057192245,186.10567780432223,173.86976046420602,173.86976046420602,0.9028127818878868,0.9028127818878868,0.9028127818878868,0.9028127818878868,0.9028127818878868,0.9028127818878868,0.0,0.0,0.0,174.7725732460939
17,2021-07-15,173.82103248539212,163.30529231359418,186.39292003355376,173.82103248539212,173.82103248539212,0.5488971763033169,0.5488971763033169,0.5488971763033169,0.5488971763033169,0.5488971763033169,0.5488971763033169,0.0,0.0,0.0,174.36992966169544
18,2021-07-16,173.77230450657825,163.38595090695404,184.76796383105207,173.77230450657825,173.77230450657825,-0.13281107589921134,-0.13281107589921134,-0.13281107589921134,-0.13281107589921134,-0.13281107589921134,-0.13281107589921134,0.0,0.0,0.0,173.63949343067904
19,2021-07-19,173.6261205701366,162.70751433616934,185.1920839838488,173.6261205701366,173.6261205701366,0.38600510031541446,0.38600510031541446,0.38600510031541446,0.38600510031541446,0.38600510031541446,0.38600510031541446,0.0,0.0,0.0,174.012125670452
20,2021-07-20,173.57739259132273,162.66703220829714,185.60250975806255,173.57739259132273,173.57739259132273,0.9121953137272919,0.9121953137272919,0.9121953137272919,0.9121953137272919,0.9121953137272919,0.9121953137272919,0.0,0.0,0.0,174.48958790505003
21,2021-07-21,173.52866461250883,163.13713568947688,186.1361400918124,173.52866461250883,173.52866461250883,0.9028127818875717,0.9028127818875717,0.9028127818875717,0.9028127818875717,0.9028127818875717,0.9028127818875717,0.0,0.0,0.0,174.4314773943964
22,2021-07-22,173.47993663369496,163.21452964362115,185.91988039480435,173.47993663369496,173.47993663369496,0.5488971763025131,0.5488971763025131,0.5488971763025131,0.5488971763025131,0.5488971763025131,0.5488971763025131,0.0,0.0,0.0,174.02883380999748
23,2021-07-23,173.4312086548811,161.76984421127662,184.52032884107183,173.4312086548811,173.4312086548811,-0.13281107589944313,-0.13281107589944313,-0.13281107589944313,-0.13281107589944313,-0.13281107589944313,-0.13281107589944313,0.0,0.0,0.0,173.29839757898165
24,2021-07-26,173.28502471843944,161.94438446603218,185.34431047742706,173.28502471843944,173.28502471843944,0.3860051003162971,0.3860051003162971,0.3860051003162971,0.3860051003162971,0.3860051003162971,0.3860051003162971,0.0,0.0,0.0,173.67102981875576
